X,Y,Z
4.897461,-137.828549,450.100000
5.603316,-137.981658,450.600000
6.303731,-137.981658,450.600000
7.007254,-138.042902,450.800000
7.707979,-138.042902,450.800000
8.408705,-138.042902,450.800000
9.101347,-137.920415,450.400000
9.799275,-137.889793,450.300000
10.496891,-137.859171,450.200000
11.194197,-137.828549,450.100000
11.885907,-137.736684,449.800000
12.582280,-137.706062,449.700000
13.275389,-137.644819,449.500000
13.967876,-137.583575,449.300000
14.666269,-137.583575,449.300000
15.364663,-137.583575,449.300000
16.059482,-137.552953,449.200000
16.765181,-137.614197,449.400000
17.463731,-137.614197,449.400000
18.162280,-137.614197,449.400000
18.860829,-137.614197,449.400000
19.555026,-137.583575,449.300000
20.253420,-137.583575,449.300000
20.951813,-137.583575,449.300000
21.645389,-137.552953,449.200000
22.343627,-137.552953,449.200000
23.031606,-137.491710,449.000000
23.718964,-137.430466,448.800000
24.411140,-137.399845,448.700000
25.103005,-137.369223,448.600000
25.800311,-137.369223,448.600000
26.497617,-137.369223,448.600000
27.194922,-137.369223,448.600000
27.886010,-137.338601,448.500000
28.583161,-137.338601,448.500000
29.280311,-137.338601,448.500000
29.944041,-137.185492,448.000000
30.654093,-137.246736,448.200000
31.357772,-137.277358,448.300000
32.054611,-137.277358,448.300000
32.744145,-137.246736,448.200000
33.448290,-137.277358,448.300000
34.160363,-137.338601,448.500000
34.865285,-137.369223,448.600000
35.602228,-137.522332,449.100000
36.300311,-137.522332,449.100000
36.998394,-137.522332,449.100000
37.696477,-137.522332,449.100000
38.394560,-137.522332,449.100000
39.101347,-137.552953,449.200000
39.790725,-137.522332,449.100000
40.452746,-137.399845,448.700000
41.122694,-137.307979,448.400000
41.819689,-137.307979,448.400000
42.516684,-137.307979,448.400000
43.184767,-137.216114,448.100000
43.871503,-137.185492,448.000000
44.577824,-137.216114,448.100000
45.264249,-137.185492,448.000000
45.960622,-137.185492,448.000000
46.667409,-137.216114,448.100000
47.363938,-137.216114,448.100000
48.049741,-137.185492,448.000000
48.746114,-137.185492,448.000000
49.442487,-137.185492,448.000000
50.127668,-137.154870,447.900000
50.823886,-137.154870,447.900000
51.520104,-137.154870,447.900000
52.216321,-137.154870,447.900000
52.912539,-137.154870,447.900000
53.608756,-137.154870,447.900000
-4.905078,-137.342176,450.800000
-4.202487,-137.281244,450.600000
-3.502073,-137.281244,450.600000
-2.800415,-137.220311,450.400000
-2.100311,-137.220311,450.400000
-1.400207,-137.220311,450.400000
-0.699637,-137.128912,450.100000
0.000000,-137.037513,449.800000
0.699171,-137.037513,449.800000
1.398653,-137.067979,449.900000
2.096114,-136.946114,449.500000
2.796062,-137.007047,449.700000
3.496632,-137.067979,449.900000
4.196891,-137.098446,450.000000
4.899637,-137.189845,450.300000
5.602073,-137.250777,450.500000
6.303731,-137.281244,450.600000
7.005699,-137.311710,450.700000
7.706269,-137.311710,450.700000
8.404974,-137.281244,450.600000
9.099326,-137.189845,450.300000
9.794922,-137.128912,450.100000
10.492228,-137.098446,450.000000
11.191710,-137.098446,450.000000
11.883264,-137.007047,449.700000
12.582280,-137.007047,449.700000
